game_date,team_name,team_venue,possessionPercentage,shotsTotal,shotsOnTarget,shotsOffTarget,shotsBlocked,shotsSaved,foulsCommitted,cornersWon,touchesInBox,aerialsWon,subsMade,attack.shotsTotal,attack.shotsOnTarget,attack.shotsOffTarget,attack.shotsBlocked,attack.cornersWon,attackOffside,attackCross,attack.attemptsOutOfBox,attack.attemptsInBox,attack.bigChanceCreated,attack.bigChanceScored,attack.hitWoodwork,attack.shotsOpenPlayOrFastBreak,distribution.touches,distribution.touchesInBox,distributionPass,distribution.accuratePass,distribution.backwardPass,distribution.forwardPass,distribution.passesRight,distribution.passesLeft,distributionLongBalls,distribution.successfulFinalThirdPasses,distributionOffside,distribution.dispossessed,distributionCross,goalkeeper.shotsSaved,goalkeeper.divingSave,goalkeeper.keeperThrows,goalkeeper.goalKicks,goalkeeper.savedShotFromOutsideBox,defence.foulsCommitted,defenceTackle,defence.wonTackle,defenceYellowCard,defenceClearance,defence.headClearance,defence.duelWon,defence.duelLost,defence.aerialWon,defence.aerialLost,goalkeeper.savedShotFromInsideBox,attack.bigChanceMissed,goalkeeper.punches,attack.oneOnOneAttempts,defence.clearanceOffLine,defence.errorLeadToShot
2022-04-23,Stevenage,home,40.8,15,3,2.0,10.0,2,13,6,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-23,Tranmere Rovers,away,59.2,9,2,3.0,4.0,1,11,2,18.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,Tranmere Rovers,home,53.4,17,6,9.0,2.0,1,15,5,23.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,Oldham Athletic,away,46.6,9,1,7.0,1.0,3,9,4,12.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,Leyton Orient,home,63.6,11,2,4.0,5.0,0,9,10,19.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,Tranmere Rovers,away,36.4,9,1,6.0,2.0,2,13,3,13.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-30,Tranmere Rovers,home,57.6,10,5,4.0,1.0,7,15,5,14.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-30,Stevenage,away,42.4,17,11,3.0,3.0,4,9,9,30.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-06,Mansfield Town,home,56.2,17,9,7.0,1.0,3,15,12,30.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-06,Tranmere Rovers,away,43.8,6,3,2.0,1.0,7,10,4,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09,Accrington Stanley,home,52.8,18,2,9.0,7.0,2,11,3,22.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09,Tranmere Rovers,away,47.2,7,3,3.0,1.0,0,14,3,13.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,Tranmere Rovers,home,52.8,9,4,4.0,1.0,0,10,2,12.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,Gillingham,away,47.2,9,0,6.0,3.0,1,7,2,17.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-16,Hartlepool United,home,47.7,6,1,3.0,2.0,5,8,7,9.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-16,Tranmere Rovers,away,52.3,13,5,6.0,2.0,1,12,9,20.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-20,Newport County,home,39.4,13,5,4.0,4.0,1,11,4,24.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-20,Tranmere Rovers,away,60.6,5,1,4.0,0.0,3,9,3,14.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-24,Tranmere Rovers,home,28.9,5,3,2.0,0.0,3,9,4,10.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-24,Newcastle United,away,71.1,16,5,6.0,5.0,2,4,9,22.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,Tranmere Rovers,home,46.4,9,4,2.0,3.0,0,9,4,16.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,Colchester United,away,53.6,3,1,1.0,1.0,2,6,1,17.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,Leyton Orient,home,59.4,9,2,4.0,3.0,3,8,7,19.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,Tranmere Rovers,away,40.6,10,3,6.0,1.0,1,10,2,17.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,Tranmere Rovers,home,50.2,9,2,6.0,1.0,6,14,6,13.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,Bradford City,away,49.8,13,8,3.0,2.0,1,10,7,17.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-17,Salford City,home,75.4,11,0,7.0,4.0,3,9,4,18.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-17,Tranmere Rovers,away,24.6,13,4,8.0,1.0,0,23,5,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20,Tranmere Rovers,home,43.9,11,4,5.0,2.0,2,13,7,20.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20,Bolton Wanderers,away,56.1,8,5,1.0,2.0,2,7,2,15.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-24,Walsall,home,43.3,11,3,7.0,1.0,6,8,4,17.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-24,Tranmere Rovers,away,56.7,7,6,1.0,0.0,3,14,3,11.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,Tranmere Rovers,home,50.3,12,7,4.0,1.0,1,9,7,25.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,Barrow,away,49.7,6,1,3.0,2.0,5,9,2,11.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04,Tranmere Rovers,home,50.2,10,6,3.0,1.0,2,19,4,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04,Leeds United U21,away,49.8,15,7,1.0,7.0,3,12,10,21.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-08,Sutton United,home,56.0,5,1,3.0,1.0,1,6,2,25.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-08,Tranmere Rovers,away,44.0,12,3,3.0,6.0,1,12,3,17.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-14,Tranmere Rovers,home,49.0,17,7,7.0,3.0,0,7,6,23.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-14,Crewe Alexandra,away,51.0,6,0,4.0,2.0,4,5,6,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-18,Crewe Alexandra,home,55.9,15,4,6.0,5.0,4,8,4,22.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-18,Tranmere Rovers,away,44.1,9,5,3.0,1.0,4,12,6,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,Harrogate Town,home,52.2,11,1,5.0,5.0,4,14,6,27.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,Tranmere Rovers,away,47.8,14,5,5.0,4.0,0,9,9,20.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-25,Tranmere Rovers,home,56.8,15,5,6.0,4.0,2,10,6,39.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-25,Rochdale,away,43.2,6,3,2.0,1.0,4,6,0,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,Tranmere Rovers,home,61.9,9,3,3.0,3.0,1,10,7,15.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,Carlisle United,away,38.1,7,3,2.0,2.0,2,9,0,14.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Tranmere Rovers,home,44.7,5,1,3.0,1.0,2,12,2,6.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Stockport County,away,55.3,15,2,7.0,6.0,1,5,8,30.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,Carlisle United,home,49.0,12,4,3.0,5.0,1,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,Tranmere Rovers,away,51.0,5,3,0.0,2.0,2,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,Swindon Town,home,61.9,9,3,3.0,3.0,2,8,4,13.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,Tranmere Rovers,away,38.1,8,3,2.0,3.0,2,12,0,18.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-19,Tranmere Rovers,home,56.1,12,3,4.0,5.0,3,11,7,24.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-19,AFC Wimbledon,away,43.9,8,5,0.0,3.0,3,10,4,15.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-22,Burton Albion,home,54.4,10,2,3.0,5.0,4,15,3,14.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-22,Tranmere Rovers,away,45.6,12,5,3.0,4.0,1,10,6,17.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-03,Northampton Town,home,61.8,14,3,5.0,6.0,5,4,7,19.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-03,Tranmere Rovers,away,38.2,14,5,7.0,2.0,3,12,4,12.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-10,Grimsby Town,home,51.6,15,5,6.0,4.0,1,11,9,34.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-10,Tranmere Rovers,away,48.4,8,2,4.0,2.0,3,12,3,13.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-26,Tranmere Rovers,home,45.4,11,5,6.0,0.0,1,6,2,18.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-26,Doncaster Rovers,away,54.6,9,2,2.0,5.0,2,8,5,23.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-29,Barrow,home,54.3,17,4,4.0,9.0,4,12,5,20.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-29,Tranmere Rovers,away,45.7,11,7,3.0,1.0,3,13,4,15.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,Crewe Alexandra,home,36.0,11,3,4.0,4.0,2,7,5,10.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,Tranmere Rovers,away,64.0,23,4,10.0,9.0,2,7,13,46.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,Tranmere Rovers,home,54.9,7,3,2.0,2.0,0,13,6,21.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,Sutton United,away,45.1,6,3,0.0,3.0,1,11,2,22.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-14,Tranmere Rovers,home,59.8,13,4,7.0,2.0,0,13,6,20.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-14,Walsall,away,40.2,5,1,3.0,1.0,3,11,3,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-28,Tranmere Rovers,home,46.8,9,1,6.0,2.0,0,6,6,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-28,Leyton Orient,away,53.2,11,0,7.0,4.0,1,10,1,16.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,Stockport County,home,53.0,14,6,3.0,5.0,3,11,3,19.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,Tranmere Rovers,away,47.0,11,5,5.0,1.0,3,11,8,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,Doncaster Rovers,home,39.0,6,2,2.0,2.0,6,6,0,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,Tranmere Rovers,away,61.0,18,6,7.0,5.0,0,11,9,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,Tranmere Rovers,home,43.9,12,6,5.0,1.0,0,9,7,19.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,Salford City,away,56.1,11,2,6.0,3.0,5,9,5,13.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-14,Bradford City,home,61.8,10,4,3.0,3.0,0,10,6,18.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-14,Tranmere Rovers,away,38.2,11,0,6.0,5.0,2,9,0,8.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18,Tranmere Rovers,home,56.1,11,0,7.0,4.0,5,9,4,13.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18,Mansfield Town,away,43.9,12,7,5.0,0.0,0,8,5,24.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25,Stevenage,home,53.2,13,5,5.0,3.0,3,13,5,36.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25,Tranmere Rovers,away,46.8,7,4,3.0,0.0,5,18,3,12.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-28,Tranmere Rovers,home,48.6,9,4,5.0,0.0,4,16,7,16.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-28,Crawley Town,away,51.4,13,4,8.0,1.0,3,14,8,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-04,Tranmere Rovers,home,52.7,15,5,7.0,3.0,4,12,7,30.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-04,Hartlepool United,away,47.3,12,5,7.0,0.0,4,16,6,14.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-11,Gillingham,home,53.5,15,7,6.0,2.0,2,9,8,35.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-11,Tranmere Rovers,away,46.5,7,2,4.0,1.0,5,13,3,9.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-18,Tranmere Rovers,home,64.4,16,5,6.0,5.0,1,7,10,27.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-18,Newport County,away,35.6,13,4,6.0,3.0,4,11,1,26.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-25,Colchester United,home,41.5,15,5,5.0,5.0,4,14,7,33.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-25,Tranmere Rovers,away,58.5,13,5,6.0,2.0,4,15,3,11.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,Tranmere Rovers,home,60.9,12,1,6.0,5.0,8,10,3,17.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,Harrogate Town,away,39.1,16,9,3.0,4.0,1,10,4,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07,Carlisle United,home,36.9,15,9,5.0,1.0,1,15,7,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07,Tranmere Rovers,away,63.1,8,1,4.0,3.0,6,10,4,14.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,Tranmere Rovers,home,33.9,7,2,3.0,2.0,2,14,3,12.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,Swindon Town,away,66.1,11,2,6.0,3.0,1,12,7,17.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,Crawley Town,home,47.0,22,7,6.0,9.0,4,13,8,32.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,Tranmere Rovers,away,53.0,13,5,5.0,3.0,5,9,4,19.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,Rochdale,home,51.3,14,4,7.0,3.0,4,8,6,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,Tranmere Rovers,away,48.7,10,5,4.0,1.0,2,11,5,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-22,Tranmere Rovers,home,49.3,6,5,0.0,1.0,5,7,5,17.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-22,Grimsby Town,away,50.7,17,5,6.0,6.0,3,15,8,34.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-29,AFC Wimbledon,home,47.0,10,2,5.0,3.0,2,11,4,21.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-29,Tranmere Rovers,away,53.0,6,3,2.0,1.0,1,11,4,9.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-08,Tranmere Rovers,home,61.2,10,0,5.0,5.0,0,8,9,16.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-08,Northampton Town,away,38.8,12,1,5.0,6.0,0,5,8,18.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-05,Tranmere Rovers,home,64.4,16,3,8.0,5.0,1,9,8,29.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-05,Barrow,away,35.6,8,3,2.0,3.0,2,8,4,18.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-08,Barnsley,home,65.6,15,6,5.0,4.0,1,7,9,31.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-08,Tranmere Rovers,away,34.4,14,3,5.0,6.0,4,12,7,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-12,Milton Keynes Dons,home,50.7,8,2,4.0,2.0,3,8,3,15.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-12,Tranmere Rovers,away,49.3,16,3,9.0,4.0,1,12,11,29.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-15,Tranmere Rovers,home,47.2,11,5,3.0,3.0,2,10,6,16.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-15,Harrogate Town,away,52.8,12,2,6.0,4.0,2,17,3,15.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-19,Tranmere Rovers,home,39.7,14,6,2.0,6.0,2,14,4,28.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-19,Salford City,away,60.3,17,6,6.0,5.0,3,10,5,30.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-26,Notts County,home,59.7,17,6,6.0,5.0,3,6,11,31.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-26,Tranmere Rovers,away,40.3,12,4,3.0,5.0,4,8,3,23.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-29,Tranmere Rovers,home,31.4,9,3,1.0,5.0,1,13,2,14.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-29,Leicester City,away,68.6,10,3,5.0,2.0,3,10,8,26.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Tranmere Rovers,home,53.2,11,2,7.0,2.0,5,7,7,16.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Wrexham,away,46.8,23,5,10.0,8.0,2,11,17,48.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,Fleetwood Town,home,54.8,20,8,8.0,4.0,4,14,9,41.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
