game_date,team_name,team_venue,possessionPercentage,shotsTotal,shotsOnTarget,shotsOffTarget,shotsBlocked,shotsSaved,foulsCommitted,cornersWon,touchesInBox,aerialsWon,subsMade,attack.shotsTotal,attack.shotsOnTarget,attack.shotsOffTarget,attack.shotsBlocked,attack.cornersWon,attackOffside,attackCross,attack.attemptsOutOfBox,attack.attemptsInBox,attack.bigChanceCreated,attack.bigChanceScored,attack.hitWoodwork,attack.shotsOpenPlayOrFastBreak,distribution.touches,distribution.touchesInBox,distributionPass,distribution.accuratePass,distribution.backwardPass,distribution.forwardPass,distribution.passesRight,distribution.passesLeft,distributionLongBalls,distribution.successfulFinalThirdPasses,distributionOffside,distribution.dispossessed,distributionCross,goalkeeper.shotsSaved,goalkeeper.divingSave,goalkeeper.keeperThrows,goalkeeper.goalKicks,goalkeeper.savedShotFromOutsideBox,defence.foulsCommitted,defenceTackle,defence.wonTackle,defenceYellowCard,defenceClearance,defence.headClearance,defence.duelWon,defence.duelLost,defence.aerialWon,defence.aerialLost,goalkeeper.savedShotFromInsideBox,attack.bigChanceMissed,goalkeeper.punches,attack.oneOnOneAttempts,defence.clearanceOffLine,defence.errorLeadToShot
2023-09-05,Tranmere Rovers,away,45.2,10,4,2.0,4.0,6,6,2,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-09,Colchester United,home,50.2,30,12,9.0,9.0,2,10,11,55.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-09,Tranmere Rovers,away,49.8,8,2,5.0,1.0,9,8,5,19.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Crawley Town,home,74.2,16,7,2.0,7.0,2,7,9,40.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Tranmere Rovers,away,25.8,8,4,4.0,0.0,5,9,0,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-23,Tranmere Rovers,home,53.6,18,7,5.0,6.0,3,11,8,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-23,Accrington Stanley,away,46.4,9,3,3.0,3.0,5,16,6,16.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,AFC Wimbledon,home,53.3,18,8,6.0,4.0,1,9,4,36.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,Tranmere Rovers,away,46.7,8,2,4.0,2.0,4,10,4,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-03,Tranmere Rovers,home,43.4,9,5,1.0,3.0,4,6,5,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-03,Bradford City,away,56.6,10,5,5.0,0.0,3,15,6,17.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-07,Tranmere Rovers,home,56.4,9,3,4.0,2.0,3,10,1,15.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-07,Grimsby Town,away,43.6,13,5,2.0,6.0,1,9,5,23.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-10,Tranmere Rovers,home,73.4,20,8,8.0,4.0,1,5,9,33.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-10,Leicester City U21,away,26.6,2,2,0.0,0.0,8,12,1,10.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-14,Crewe Alexandra,home,56.0,16,4,7.0,5.0,2,7,10,31.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-14,Tranmere Rovers,away,44.0,13,3,7.0,3.0,2,10,4,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-20,Tranmere Rovers,home,55.6,12,3,5.0,4.0,3,9,5,18.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-20,Doncaster Rovers,away,44.4,11,5,2.0,4.0,2,6,3,10.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-24,Morecambe,home,49.2,15,5,5.0,5.0,5,9,10,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-24,Tranmere Rovers,away,50.8,13,5,4.0,4.0,5,9,5,23.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-28,Stockport County,home,71.1,26,8,7.0,11.0,4,5,13,48.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-28,Tranmere Rovers,away,28.9,9,4,4.0,1.0,5,7,3,11.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-04,Stevenage,home,60.0,8,6,2.0,0.0,0,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-04,Tranmere Rovers,away,40.0,8,3,1.0,4.0,2,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-11,Tranmere Rovers,home,44.3,16,7,5.0,4.0,6,8,12,37.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-11,Forest Green Rovers,away,55.7,15,7,4.0,4.0,5,11,11,22.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-14,Tranmere Rovers,home,37.8,7,1,3.0,3.0,0,8,5,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-14,Wigan Athletic,away,62.2,22,0,15.0,7.0,1,9,4,24.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-18,Sutton United,home,50.0,13,2,6.0,5.0,3,9,4,24.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-18,Tranmere Rovers,away,50.0,10,3,3.0,4.0,1,8,2,11.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-25,Tranmere Rovers,home,33.6,8,3,3.0,2.0,4,8,0,28.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-25,Gillingham,away,66.4,11,5,3.0,3.0,0,7,10,22.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-28,Mansfield Town,home,74.5,21,5,10.0,6.0,5,9,5,33.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-28,Tranmere Rovers,away,25.5,15,7,3.0,5.0,3,16,1,11.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09,Tranmere Rovers,home,59.3,14,3,6.0,5.0,2,12,8,18.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09,Newport County,away,40.7,10,3,4.0,3.0,1,11,2,16.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-16,Walsall,home,52.8,13,4,4.0,5.0,6,14,4,17.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-16,Tranmere Rovers,away,47.2,17,6,6.0,5.0,3,9,1,20.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-23,Tranmere Rovers,home,51.9,18,8,4.0,6.0,4,11,6,24.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-23,Swindon Town,away,48.1,8,5,2.0,1.0,6,10,3,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-26,Salford City,home,51.4,10,5,3.0,2.0,4,7,4,12.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-26,Tranmere Rovers,away,48.6,20,9,5.0,6.0,4,11,3,41.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-29,Harrogate Town,home,59.3,13,3,6.0,4.0,2,5,7,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-29,Tranmere Rovers,away,40.7,11,4,3.0,4.0,3,9,6,19.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01,Tranmere Rovers,home,33.0,15,7,4.0,4.0,5,10,7,33.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01,Notts County,away,67.0,13,7,4.0,2.0,3,5,7,19.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-06,Barrow,home,49.9,16,2,7.0,7.0,1,10,4,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-06,Tranmere Rovers,away,50.1,6,1,4.0,1.0,1,11,5,16.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-13,Tranmere Rovers,home,35.5,5,2,2.0,1.0,4,7,2,17.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-13,Milton Keynes Dons,away,64.5,25,6,13.0,6.0,1,9,6,37.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-27,Grimsby Town,home,55.3,11,2,3.0,6.0,1,12,6,28.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-27,Tranmere Rovers,away,44.7,5,2,3.0,0.0,1,10,2,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-03,Tranmere Rovers,home,45.1,9,0,6.0,3.0,1,9,7,18.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-03,Crewe Alexandra,away,54.9,11,1,3.0,7.0,0,17,6,18.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-10,Doncaster Rovers,home,46.3,4,3,1.0,0.0,1,13,2,17.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-10,Tranmere Rovers,away,53.7,11,2,8.0,1.0,1,7,10,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-13,Tranmere Rovers,home,44.2,10,5,2.0,3.0,3,12,0,18.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-13,Morecambe,away,55.8,17,6,5.0,6.0,3,13,10,30.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-17,Tranmere Rovers,home,39.9,17,9,4.0,4.0,3,8,7,28.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-17,Stockport County,away,60.1,11,3,6.0,2.0,6,9,6,24.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-24,Forest Green Rovers,home,38.2,4,3,0.0,1.0,5,9,1,8.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-24,Tranmere Rovers,away,61.8,21,5,8.0,8.0,2,10,9,48.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-27,Swindon Town,home,53.8,15,7,5.0,3.0,2,12,9,28.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-27,Tranmere Rovers,away,46.2,9,3,4.0,2.0,4,12,5,19.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-02,Tranmere Rovers,home,48.7,24,13,5.0,6.0,5,4,9,32.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-02,Sutton United,away,51.3,18,6,7.0,5.0,11,13,8,34.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-09,Gillingham,home,58.4,24,5,8.0,11.0,3,12,6,53.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-09,Tranmere Rovers,away,41.6,10,4,5.0,1.0,4,6,2,20.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-12,Tranmere Rovers,home,48.5,16,7,6.0,3.0,3,10,6,16.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-12,Mansfield Town,away,51.5,13,4,4.0,5.0,5,15,5,23.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-16,Wrexham,home,55.6,25,4,10.0,11.0,1,7,9,39.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-16,Tranmere Rovers,away,44.4,8,3,3.0,2.0,4,10,4,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-23,Tranmere Rovers,home,54.2,15,5,6.0,4.0,0,8,6,32.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-23,Crawley Town,away,45.8,11,3,5.0,3.0,3,10,3,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29,Bradford City,home,50.0,21,7,10.0,4.0,3,8,5,40.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29,Tranmere Rovers,away,50.0,13,3,8.0,2.0,5,15,9,30.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,Tranmere Rovers,home,50.9,17,5,10.0,2.0,5,11,6,21.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,Colchester United,away,49.1,13,7,4.0,2.0,3,14,4,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,Tranmere Rovers,home,56.0,13,3,8.0,2.0,3,9,11,25.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,Walsall,away,44.0,16,6,6.0,4.0,2,11,6,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,Newport County,home,50.9,10,4,2.0,4.0,3,12,0,21.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,Tranmere Rovers,away,49.1,15,5,4.0,6.0,3,14,10,40.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,Tranmere Rovers,home,51.2,20,6,5.0,9.0,1,5,11,34.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,AFC Wimbledon,away,48.8,14,4,6.0,4.0,3,15,3,19.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,Accrington Stanley,home,49.0,21,7,9.0,5.0,1,13,9,31.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,Tranmere Rovers,away,51.0,10,2,4.0,4.0,3,10,7,14.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-10,Tranmere Rovers,home,35.8,9,2,2.0,5.0,1,13,5,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-10,Notts County,away,64.2,11,1,5.0,5.0,2,6,8,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-13,Tranmere Rovers,home,48.8,12,4,3.0,5.0,4,9,4,16.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-13,Accrington Stanley,away,51.2,14,4,6.0,4.0,1,12,7,21.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,Port Vale,home,53.7,8,3,4.0,1.0,1,10,2,9.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,Tranmere Rovers,away,46.3,6,1,0.0,5.0,4,11,5,21.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,Tranmere Rovers,home,55.9,11,4,3.0,4.0,7,9,8,14.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,Everton U21,away,44.1,21,10,7.0,4.0,2,9,6,43.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,Tranmere Rovers,home,39.2,4,1,2.0,1.0,1,15,4,12.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,Walsall,away,60.8,13,2,6.0,5.0,0,18,7,29.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,Leicester City,home,70.5,22,8,8.0,6.0,0,6,9,38.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,Tranmere Rovers,away,29.5,3,0,2.0,1.0,4,9,1,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,Carlisle United,home,61.2,14,2,9.0,3.0,1,9,3,27.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,Tranmere Rovers,away,38.8,4,3,0.0,1.0,1,10,6,14.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,Gillingham,home,36.8,12,5,6.0,1.0,4,10,5,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,Tranmere Rovers,away,63.2,19,4,6.0,9.0,2,11,10,38.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-21,Colchester United,home,35.7,11,8,3.0,0.0,6,7,2,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-21,Tranmere Rovers,away,64.3,14,6,5.0,3.0,5,10,5,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,Tranmere Rovers,home,53.3,16,6,7.0,3.0,3,11,11,27.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,Salford City,away,46.7,8,3,4.0,1.0,6,15,4,14.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-01,Tranmere Rovers,home,50.2,14,3,7.0,4.0,2,6,4,24.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-01,Swindon Town,away,49.8,18,2,11.0,5.0,2,10,6,27.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-05,Milton Keynes Dons,home,55.0,10,4,4.0,2.0,2,12,5,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-05,Tranmere Rovers,away,45.0,8,3,2.0,3.0,3,12,5,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-08,Tranmere Rovers,home,59.3,24,10,6.0,8.0,2,9,8,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-08,Accrington Stanley,away,40.7,9,3,5.0,1.0,8,11,6,16.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-12,Tranmere Rovers,home,59.9,13,2,7.0,4.0,1,11,8,27.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-12,Bradford City,away,40.1,8,3,4.0,1.0,2,10,2,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-19,Bromley,home,51.1,25,8,12.0,5.0,1,9,9,35.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-19,Tranmere Rovers,away,48.9,11,3,4.0,4.0,6,11,6,26.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22,Tranmere Rovers,home,57.8,18,3,6.0,9.0,0,14,3,20.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22,Grimsby Town,away,42.2,10,2,7.0,1.0,3,8,2,19.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-26,Crewe Alexandra,home,59.3,13,6,4.0,3.0,2,7,6,20.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-26,Tranmere Rovers,away,40.7,12,3,5.0,4.0,3,10,3,15.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-02,Tranmere Rovers,home,60.0,17,6,4.0,7.0,1,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-02,Oldham Athletic,away,40.0,6,3,3.0,0.0,5,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-09,Tranmere Rovers,home,53.3,15,5,5.0,5.0,1,16,7,26.0,35.0,3.0,15.0,5.0,5.0,5.0,7.0,5.0,20.0,5.0,10.0,1.0,2.0,2.0,10.0,637.0,26.0,415.0,283.0,63.0,204.0,82.0,52.0,94.0,98.0,5.0,8.0,20.0,1.0,1.0,3.0,7.0,1.0,16.0,22.0,15.0,2.0,17.0,6.0,77.0,56.0,35.0,19.0,,,,,,
2024-11-09,Newport County,away,46.7,10,2,4.0,4.0,3,12,2,17.0,19.0,4.0,10.0,2.0,4.0,4.0,2.0,1.0,10.0,5.0,5.0,,,,6.0,581.0,17.0,370.0,236.0,49.0,160.0,41.0,66.0,76.0,62.0,1.0,6.0,10.0,3.0,,4.0,8.0,1.0,12.0,20.0,17.0,2.0,30.0,10.0,56.0,77.0,19.0,35.0,2.0,,,,,
